,item_number,item,country,value_orig,year,converted_value,converted_value_d,converted_value_dthous,converted_value_thous,quantity_head,quantity_tonnes,value,value_thous,ISO3,ISO2,latpc,longpc,exchange_rate,longrc,latrc
1840,8,Other vegetables,Turkey,13,2017,4.65477114,4.65477114,4654.77114,4654.77114,0,7,6,6000,TUR,TR,38.963745,35.243322,1.289,-3.435973,55.378051
1846,8,Other vegetables,Ukraine,6,2017,1.55159038,1.55159038,1551.59038,1551.59038,0,4,2,2000,UKR,UA,48.379433,31.16558,1.289,-3.435973,55.378051
1856,8,Other vegetables,United States,17,2017,6.982156711,6.982156711,6982.156711,6982.156711,0,8,9,9000,USA,US,37.09024,-95.712891,1.289,-3.435973,55.378051
1881,3,Condiments,Antigua and Barbuda,22,2017,15.5159038,15.5159038,15515.9038,15515.9038,0,2,20,20000,ATG,AG,17.060816,-61.796428,1.289,-3.435973,55.378051
1890,3,Condiments,Argentina,23,2017,17.06749418,17.06749418,17067.49418,17067.49418,0,1,22,22000,ARG,AR,-38.416097,-63.616672,1.289,-3.435973,55.378051
1902,3,Condiments,Australia,6997,2017,4861.132661,4861.132661,4861132.661,4861132.661,0,731,6266,6266000,AUS,AU,-25.274398,133.775136,1.289,-3.435973,55.378051
1913,3,Condiments,Austria,21871,2017,13051.20248,13051.20248,13051202.48,13051202.48,0,5048,16823,16823000,AUT,AT,47.516231,14.550072,1.289,-3.435973,55.378051
1914,3,Condiments,Azerbaijan,2,2017,1.55159038,1.55159038,1551.59038,1551.59038,0,0,2,2000,AZE,AZ,40.143105,47.576927,1.289,-3.435973,55.378051
1916,3,Condiments,Bahamas,2,2017,1.55159038,1.55159038,1551.59038,1551.59038,0,0,2,2000,BHS,BS,25.03428,-77.39628,1.289,-3.435973,55.378051
1931,3,Condiments,Bangladesh,607,2017,290.1474011,290.1474011,290147.4011,290147.4011,0,233,374,374000,BGD,BD,23.684994,90.356331,1.289,-3.435973,55.378051
1942,3,Condiments,Barbados,326,2017,168.3475562,168.3475562,168347.5562,168347.5562,0,109,217,217000,BRB,BB,13.193887,-59.543198,1.289,-3.435973,55.378051
1956,3,Condiments,Belgium,241587,2017,107383.2428,107383.2428,107383242.8,107383242.8,0,103170,138417,138417000,BEL,BE,50.503887,4.469936,1.289,-3.435973,55.378051
1960,3,Condiments,Belize,17,2017,10.08533747,10.08533747,10085.33747,10085.33747,0,4,13,13000,BLZ,BZ,17.189877,-88.49765,1.289,-3.435973,55.378051
1964,3,Condiments,Bolivia,100,2017,65.16679597,65.16679597,65166.79597,65166.79597,0,16,84,84000,BOL,BO,-16.290154,-63.588653,1.289,-3.435973,55.378051
1972,3,Condiments,Bosnia and Herzegovina,23,2017,13.96431342,13.96431342,13964.31342,13964.31342,0,5,18,18000,BIH,BA,43.915886,17.679076,1.289,-3.435973,55.378051
1984,3,Condiments,Brazil,7611,2017,4647.013189,4647.013189,4647013.189,4647013.189,0,1621,5990,5990000,BRA,BR,-14.235004,-51.92528,1.289,-3.435973,55.378051
1997,3,Condiments,Bulgaria,466,2017,244.3754849,244.3754849,244375.4849,244375.4849,0,151,315,315000,BGR,BG,42.733883,25.48583,1.289,-3.435973,55.378051
2005,3,Condiments,Cambodia,1036,2017,477.1140419,477.1140419,477114.0419,477114.0419,0,421,615,615000,KHM,KH,12.565679,104.990963,1.289,-3.435973,55.378051
2006,3,Condiments,Cameroon,334,2017,199.3793638,199.3793638,199379.3638,199379.3638,0,77,257,257000,CMR,CM,7.369722,12.354722,1.289,-3.435973,55.378051
2017,3,Condiments,Canada,19509,2017,12466.25291,12466.25291,12466252.91,12466252.91,0,3440,16069,16069000,CAN,CA,56.130366,-106.346771,1.289,-3.435973,55.378051
2026,3,Condiments,Chile,8,2017,5.43056633,5.43056633,5430.56633,5430.56633,0,1,7,7000,CHL,CL,-35.675147,-71.542969,1.289,-3.435973,55.378051
2037,3,Condiments,China,124112,2017,71245.92708,71245.92708,71245927.08,71245927.08,0,32276,91836,91836000,CHN,CN,35.86166,104.195397,1.289,-3.435973,55.378051
2048,3,Condiments,Colombia,134,2017,94.64701319,94.64701319,94647.01319,94647.01319,0,12,122,122000,COL,CO,4.570868,-74.297333,1.289,-3.435973,55.378051
2059,3,Condiments,Costa Rica,406,2017,225.7564003,225.7564003,225756.4003,225756.4003,0,115,291,291000,CRI,CR,9.748917,-83.753428,1.289,-3.435973,55.378051
2070,3,Condiments,Cote d'Ivoire,60,2017,27.15283165,27.15283165,27152.83165,27152.83165,0,25,35,35000,CIV,CI,7.539989,-5.54708,1.289,-3.435973,55.378051
2081,3,Condiments,Croatia,140,2017,72.14895268,72.14895268,72148.95268,72148.95268,0,47,93,93000,HRV,HR,45.1,15.2,1.289,-3.435973,55.378051
2093,3,Condiments,Cyprus,2104,2017,1186.190846,1186.190846,1186190.846,1186190.846,0,575,1529,1529000,CYP,CY,35.126413,33.429859,1.289,-3.435973,55.378051
2104,3,Condiments,Czechia,13355,2017,9435.996897,9435.996897,9435996.897,9435996.897,0,1192,12163,12163000,CZE,CZ,49.817492,15.472962,1.289,-3.435973,55.378051
2116,3,Condiments,Denmark,370832,2017,242152.8317,242152.8317,242152831.7,242152831.7,0,58697,312135,312135000,DNK,DK,56.26392,9.501785,1.289,-3.435973,55.378051
2136,3,Condiments,Dominican Republic,401,2017,224.9806051,224.9806051,224980.6051,224980.6051,0,111,290,290000,DOM,DO,18.735693,-70.162651,1.289,-3.435973,55.378051
2143,3,Condiments,Ecuador,48,2017,24.82544608,24.82544608,24825.44608,24825.44608,0,16,32,32000,ECU,EC,-1.831239,-78.183406,1.289,-3.435973,55.378051
2154,3,Condiments,Egypt,835,2017,405.7408844,405.7408844,405740.8844,405740.8844,0,312,523,523000,EGY,EG,26.820553,30.802498,1.289,-3.435973,55.378051
2165,3,Condiments,Estonia,876,2017,621.4119472,621.4119472,621411.9472,621411.9472,0,75,801,801000,EST,EE,58.595272,25.013607,1.289,-3.435973,55.378051
2172,3,Condiments,Eswatini,34,2017,22.49806051,22.49806051,22498.06051,22498.06051,0,5,29,29000,SWZ,SZ,-26.522503,31.465866,1.289,-3.435973,55.378051
2174,3,Condiments,Ethiopia,4,2017,2.32738557,2.32738557,2327.38557,2327.38557,0,1,3,3000,ETH,ET,9.145,40.489673,1.289,-3.435973,55.378051
2178,3,Condiments,Fiji,30,2017,17.06749418,17.06749418,17067.49418,17067.49418,0,8,22,22000,FJI,FJ,-16.578193,179.414413,1.289,-3.435973,55.378051
2189,3,Condiments,Finland,2407,2017,1513.576416,1513.576416,1513576.416,1513576.416,0,456,1951,1951000,FIN,FI,61.92411,25.748151,1.289,-3.435973,55.378051
2202,3,Condiments,France,266503,2017,155848.7199,155848.7199,155848719.9,155848719.9,0,65614,200889,200889000,FRA,FR,46.227638,2.213749,1.289,-3.435973,55.378051
2206,3,Condiments,Georgia,6,2017,4.65477114,4.65477114,4654.77114,4654.77114,0,0,6,6000,GEO,GE,42.315407,43.356892,1.289,-3.435973,55.378051
2217,3,Condiments,Germany,423965,2017,241241.2723,241241.2723,241241272.3,241241272.3,0,113005,310960,310960000,DEU,DE,51.165691,10.451526,1.289,-3.435973,55.378051
2228,3,Condiments,Ghana,2581,2017,1239.720714,1239.720714,1239720.714,1239720.714,0,983,1598,1598000,GHA,GH,7.946527,-1.023194,1.289,-3.435973,55.378051
2239,3,Condiments,Greece,25795,2017,16376.26067,16376.26067,16376260.67,16376260.67,0,4686,21109,21109000,GRC,GR,39.074208,21.824312,1.289,-3.435973,55.378051
2243,3,Condiments,Grenada,3,2017,2.32738557,2.32738557,2327.38557,2327.38557,0,0,3,3000,GRD,GD,12.262776,-61.604171,1.289,-3.435973,55.378051
2252,3,Condiments,Guyana,4,2017,2.32738557,2.32738557,2327.38557,2327.38557,0,1,3,3000,GUY,GY,4.860416,-58.93018,1.289,-3.435973,55.378051
2264,3,Condiments,Hong Kong,21320,2017,12170.67494,12170.67494,12170674.94,12170674.94,0,5632,15688,15688000,HKG,HK,22.396428,114.109497,1.289,-3.435973,55.378051
2275,3,Condiments,Hungary,19222,2017,12029.48022,12029.48022,12029480.22,12029480.22,0,3716,15506,15506000,HUN,HU,47.162494,19.503304,1.289,-3.435973,55.378051
2286,3,Condiments,Iceland,6,2017,4.65477114,4.65477114,4654.77114,4654.77114,0,0,6,6000,ISL,IS,64.963051,-19.020835,1.289,-3.435973,55.378051
2297,3,Condiments,India,25690,2017,15631.49728,15631.49728,15631497.28,15631497.28,0,5541,20149,20149000,IND,IN,20.593684,78.96288,1.289,-3.435973,55.378051
2308,3,Condiments,Indonesia,24857,2017,12481.76881,12481.76881,12481768.81,12481768.81,0,8768,16089,16089000,IDN,ID,-0.789275,113.921327,1.289,-3.435973,55.378051
2319,3,Condiments,Iran,128,2017,60.51202483,60.51202483,60512.02483,60512.02483,0,50,78,78000,IRN,IR,32.427908,53.688046,1.289,-3.435973,55.378051
2321,3,Condiments,Iraq,1,2017,0.77579519,0.77579519,775.7951901,775.7951901,0,0,1,1000,IRQ,IQ,33.223191,43.679291,1.289,-3.435973,55.378051
2332,3,Condiments,Ireland,564926,2017,378096.1986,378096.1986,378096198.6,378096198.6,0,77560,487366,487366000,IRL,IE,53.41291,-8.24389,1.289,-3.435973,55.378051
2343,3,Condiments,Israel,7724,2017,4768.037238,4768.037238,4768037.238,4768037.238,0,1578,6146,6146000,ISR,IL,31.046051,34.851612,1.289,-3.435973,55.378051
2354,3,Condiments,Italy,518016,2017,262935.609,262935.609,262935609,262935609,0,179092,338924,338924000,ITA,IT,41.87194,12.56738,1.289,-3.435973,55.378051
2365,3,Condiments,Jamaica,3416,2017,1941.039566,1941.039566,1941039.566,1941039.566,0,914,2502,2502000,JAM,JM,18.109581,-77.297508,1.289,-3.435973,55.378051
2376,3,Condiments,Japan,17986,2017,11413.49884,11413.49884,11413498.84,11413498.84,0,3274,14712,14712000,JPN,JP,36.204824,138.252924,1.289,-3.435973,55.378051
2385,3,Condiments,Jordan,74,2017,51.20248254,51.20248254,51202.48254,51202.48254,0,8,66,66000,JOR,JO,30.585164,36.238414,1.289,-3.435973,55.378051
2395,3,Condiments,Kenya,2,2017,0.77579519,0.77579519,775.7951901,775.7951901,0,1,1,1000,KEN,KE,-0.023559,37.906193,1.289,-3.435973,55.378051
2401,3,Condiments,Kuwait,11,2017,7.757951901,7.757951901,7757.951901,7757.951901,0,1,10,10000,KWT,KW,29.31166,47.481766,1.289,-3.435973,55.378051
2405,3,Condiments,Laos,2,2017,1.55159038,1.55159038,1551.59038,1551.59038,0,0,2,2000,LAO,LA,19.85627,102.495496,1.289,-3.435973,55.378051
2416,3,Condiments,Latvia,1899,2017,931.7300233,931.7300233,931730.0233,931730.0233,0,698,1201,1201000,LVA,LV,56.879635,24.603189,1.289,-3.435973,55.378051
2427,3,Condiments,Lebanon,1200,2017,675.7176106,675.7176106,675717.6106,675717.6106,0,329,871,871000,LBN,LB,33.854721,35.862285,1.289,-3.435973,55.378051
2439,3,Condiments,Lithuania,6154,2017,3128.006206,3128.006206,3128006.206,3128006.206,0,2122,4032,4032000,LTU,LT,55.169438,23.881275,1.289,-3.435973,55.378051
2448,3,Condiments,Luxembourg,275,2017,211.7920869,211.7920869,211792.0869,211792.0869,0,2,273,273000,LUX,LU,49.815273,6.129583,1.289,-3.435973,55.378051
2451,3,Condiments,Macao,13,2017,6.982156711,6.982156711,6982.156711,6982.156711,0,4,9,9000,MAC,MO,22.198745,113.543873,1.289,-3.435973,55.378051
2454,3,Condiments,Madagascar,2,2017,1.55159038,1.55159038,1551.59038,1551.59038,0,0,2,2000,MDG,MG,-18.766947,46.869107,1.289,-3.435973,55.378051
2456,3,Condiments,Malawi,6,2017,0.77579519,0.77579519,775.7951901,775.7951901,0,5,1,1000,MWI,MW,-13.254308,34.301525,1.289,-3.435973,55.378051
2467,3,Condiments,Malaysia,17984,2017,9944.142746,9944.142746,9944142.746,9944142.746,0,5166,12818,12818000,MYS,MY,4.210484,101.975766,1.289,-3.435973,55.378051
2478,3,Condiments,Malta,1869,2017,847.9441427,847.9441427,847944.1427,847944.1427,0,776,1093,1093000,MLT,MT,35.937496,14.375416,1.289,-3.435973,55.378051
2489,3,Condiments,Mauritius,39,2017,19.39487975,19.39487975,19394.87975,19394.87975,0,14,25,25000,MUS,MU,-20.348404,57.552152,1.289,-3.435973,55.378051
2500,3,Condiments,Mexico,5846,2017,3824.670287,3824.670287,3824670.287,3824670.287,0,916,4930,4930000,MEX,MX,23.634501,-102.552784,1.289,-3.435973,55.378051
2511,3,Condiments,Morocco,1165,2017,706.7494182,706.7494182,706749.4182,706749.4182,0,254,911,911000,MAR,MA,31.791702,-7.09262,1.289,-3.435973,55.378051
2524,3,Condiments,Nepal,187,2017,106.283941,106.283941,106283.941,106283.941,0,50,137,137000,NPL,NP,28.394857,84.124008,1.289,-3.435973,55.378051
2535,3,Condiments,Netherlands,636835,2017,326162.917,326162.917,326162917,326162917,0,216411,420424,420424000,NLD,NL,52.132633,5.291266,1.289,-3.435973,55.378051
2546,3,Condiments,New Zealand,1443,2017,986.8114818,986.8114818,986811.4818,986811.4818,0,171,1272,1272000,NZL,NZ,-40.900557,174.885971,1.289,-3.435973,55.378051
2559,3,Condiments,Nigeria,1933,2017,854.9262995,854.9262995,854926.2995,854926.2995,0,831,1102,1102000,NGA,NG,9.081999,8.675277,1.289,-3.435973,55.378051
2567,3,Condiments,North Macedonia,309,2017,215.6710628,215.6710628,215671.0628,215671.0628,0,31,278,278000,MKD,MK,41.608635,21.745275,1.289,-3.435973,55.378051
2578,3,Condiments,Norway,5640,2017,3892.940264,3892.940264,3892940.264,3892940.264,0,622,5018,5018000,NOR,NO,60.472024,8.468946,1.289,-3.435973,55.378051
2581,3,Condiments,Oman,2,2017,1.55159038,1.55159038,1551.59038,1551.59038,0,0,2,2000,OMN,OM,21.512583,55.923255,1.289,-3.435973,55.378051
2592,3,Condiments,Pakistan,6048,2017,3495.733126,3495.733126,3495733.126,3495733.126,0,1542,4506,4506000,PAK,PK,30.375321,69.345116,1.289,-3.435973,55.378051
2603,3,Condiments,Palestine,46,2017,30.25601241,30.25601241,30256.01241,30256.01241,0,7,39,39000,PSE,PS,31.952162,35.233154,1.289,-3.435973,55.378051
2617,3,Condiments,Peru,161,2017,114.0418929,114.0418929,114041.8929,114041.8929,0,14,147,147000,PER,PE,-9.189967,-75.015152,1.289,-3.435973,55.378051
2628,3,Condiments,Philippines,5836,2017,3147.401086,3147.401086,3147401.086,3147401.086,0,1779,4057,4057000,PHL,PH,12.879721,121.774017,1.289,-3.435973,55.378051
2639,3,Condiments,Poland,153508,2017,78491.07836,78491.07836,78491078.36,78491078.36,0,52333,101175,101175000,POL,PL,51.919438,19.145136,1.289,-3.435973,55.378051
2650,3,Condiments,Portugal,75223,2017,26505.81846,26505.81846,26505818.46,26505818.46,0,41057,34166,34166000,PRT,PT,39.399872,-8.224454,1.289,-3.435973,55.378051
2652,3,Condiments,Qatar,1,2017,0.77579519,0.77579519,775.7951901,775.7951901,0,0,1,1000,QAT,QA,25.354826,51.183884,1.289,-3.435973,55.378051
2660,3,Condiments,Romania,8102,2017,5173.002327,5173.002327,5173002.327,5173002.327,0,1434,6668,6668000,ROU,RO,45.943161,24.96676,1.289,-3.435973,55.378051
2670,3,Condiments,Russian Federation,165,2017,124.9030256,124.9030256,124903.0256,124903.0256,0,4,161,161000,RUS,RU,61.52401,105.318756,1.289,-3.435973,55.378051
2683,3,Condiments,Saint Lucia,254,2017,143.5221102,143.5221102,143522.1102,143522.1102,0,69,185,185000,LCA,LC,13.909444,-60.978893,1.289,-3.435973,55.378051
2701,3,Condiments,Saudi Arabia,215,2017,122.57564,122.57564,122575.64,122575.64,0,57,158,158000,SAU,SA,23.885942,45.079162,1.289,-3.435973,55.378051
2716,3,Condiments,Serbia,10606,2017,5373.157486,5373.157486,5373157.486,5373157.486,0,3680,6926,6926000,SRB,RS,44.016521,21.005859,1.289,-3.435973,55.378051
2731,3,Condiments,Singapore,15080,2017,7744.763382,7744.763382,7744763.382,7744763.382,0,5097,9983,9983000,SGP,SG,1.352083,103.819836,1.289,-3.435973,55.378051
2742,3,Condiments,Slovakia,9177,2017,5875.87277,5875.87277,5875872.77,5875872.77,0,1603,7574,7574000,SVK,SK,48.669026,19.699024,1.289,-3.435973,55.378051
2752,3,Condiments,Slovenia,2,2017,1.55159038,1.55159038,1551.59038,1551.59038,0,0,2,2000,SVN,SI,46.151241,14.995463,1.289,-3.435973,55.378051
2763,3,Condiments,South Africa,11599,2017,7028.704422,7028.704422,7028704.422,7028704.422,0,2539,9060,9060000,ZAF,ZA,-30.559482,22.937506,1.289,-3.435973,55.378051
2774,3,Condiments,South Korea,24012,2017,14342.12568,14342.12568,14342125.68,14342125.68,0,5525,18487,18487000,KOR,KR,35.907757,127.766922,1.289,-3.435973,55.378051
2785,3,Condiments,Spain,159007,2017,72917.76571,72917.76571,72917765.71,72917765.71,0,65016,93991,93991000,ESP,ES,40.463667,-3.74922,1.289,-3.435973,55.378051
2796,3,Condiments,Sri Lanka,6374,2017,3957.331265,3957.331265,3957331.265,3957331.265,0,1273,5101,5101000,LKA,LK,7.873054,80.771797,1.289,-3.435973,55.378051
2807,3,Condiments,Sweden,48514,2017,33301.78433,33301.78433,33301784.33,33301784.33,0,5588,42926,42926000,SWE,SE,60.128161,18.643501,1.289,-3.435973,55.378051
2818,3,Condiments,Switzerland,61677,2017,43192.39721,43192.39721,43192397.21,43192397.21,0,6002,55675,55675000,CHE,CH,46.818188,8.227512,1.289,-3.435973,55.378051
2828,3,Condiments,Syria,75,2017,27.92862684,27.92862684,27928.62684,27928.62684,0,39,36,36000,SYR,SY,34.802075,38.996815,1.289,-3.435973,55.378051
2839,3,Condiments,Taiwan,5870,2017,3487.199379,3487.199379,3487199.379,3487199.379,0,1375,4495,4495000,TWN,TW,23.69781,120.960515,1.289,-3.435973,55.378051
2851,3,Condiments,Thailand,134711,2017,66602.01707,66602.01707,66602017.07,66602017.07,0,48861,85850,85850000,THA,TH,15.870032,100.992541,1.289,-3.435973,55.378051
2864,3,Condiments,Trinidad and Tobago,2142,2017,1570.98526,1570.98526,1570985.26,1570985.26,0,117,2025,2025000,TTO,TT,10.691803,-61.222503,1.289,-3.435973,55.378051
2873,3,Condiments,Tunisia,865,2017,390.2249806,390.2249806,390224.9806,390224.9806,0,362,503,503000,TUN,TN,33.886917,9.537499,1.289,-3.435973,55.378051
2884,3,Condiments,Turkey,8896,2017,4004.654771,4004.654771,4004654.771,4004654.771,0,3734,5162,5162000,TUR,TR,38.963745,35.243322,1.289,-3.435973,55.378051
2901,3,Condiments,Ukraine,7618,2017,3652.443755,3652.443755,3652443.755,3652443.755,0,2910,4708,4708000,UKR,UA,48.379433,31.16558,1.289,-3.435973,55.378051
2912,3,Condiments,United Arab Emirates,2240,2017,1641.582622,1641.582622,1641582.622,1641582.622,0,124,2116,2116000,ARE,AE,23.424076,53.847818,1.289,-3.435973,55.378051
2923,3,Condiments,United States,265147,2017,181402.6377,181402.6377,181402637.7,181402637.7,0,31319,233828,233828000,USA,US,37.09024,-95.712891,1.289,-3.435973,55.378051
2932,3,Condiments,Uruguay,2,2017,1.55159038,1.55159038,1551.59038,1551.59038,0,0,2,2000,URY,UY,-32.522779,-55.765835,1.289,-3.435973,55.378051
2944,3,Condiments,Viet Nam,8931,2017,5242.048099,5242.048099,5242048.099,5242048.099,0,2174,6757,6757000,VNM,VN,14.058324,108.277199,1.289,-3.435973,55.378051
2957,3,Condiments,Zimbabwe,6,2017,3.87897595,3.87897595,3878.97595,3878.97595,0,1,5,5000,ZWE,ZW,-19.015438,29.154857,1.289,-3.435973,55.378051
2973,1,Cabbages,Belgium,1705,2017,550.8145849,550.8145849,550814.5849,550814.5849,0,995,710,710000,BEL,BE,50.503887,4.469936,1.289,-3.435973,55.378051
2974,1,Cabbages,Bulgaria,17,2017,3.87897595,3.87897595,3878.97595,3878.97595,0,12,5,5000,BGR,BG,42.733883,25.48583,1.289,-3.435973,55.378051
2987,1,Cabbages,China,1606,2017,868.1148177,868.1148177,868114.8177,868114.8177,0,487,1119,1119000,CHN,CN,35.86166,104.195397,1.289,-3.435973,55.378051
3003,1,Cabbages,Denmark,9,2017,4.65477114,4.65477114,4654.77114,4654.77114,0,3,6,6000,DNK,DK,56.26392,9.501785,1.289,-3.435973,55.378051
3018,1,Cabbages,France,875,2017,431.3421257,431.3421257,431342.1257,431342.1257,0,319,556,556000,FRA,FR,46.227638,2.213749,1.289,-3.435973,55.378051
3029,1,Cabbages,Germany,1108,2017,463.9255237,463.9255237,463925.5237,463925.5237,0,510,598,598000,DEU,DE,51.165691,10.451526,1.289,-3.435973,55.378051
3035,1,Cabbages,Greece,380,2017,119.4724593,119.4724593,119472.4593,119472.4593,0,226,154,154000,GRC,GR,39.074208,21.824312,1.289,-3.435973,55.378051
3037,1,Cabbages,Guatemala,83,2017,51.20248254,51.20248254,51202.48254,51202.48254,0,17,66,66000,GTM,GT,15.783471,-90.230759,1.289,-3.435973,55.378051
3043,1,Cabbages,Hong Kong,31,2017,16.29169899,16.29169899,16291.69899,16291.69899,0,10,21,21000,HKG,HK,22.396428,114.109497,1.289,-3.435973,55.378051
3047,1,Cabbages,Hungary,5,2017,2.32738557,2.32738557,2327.38557,2327.38557,0,2,3,3000,HUN,HU,47.162494,19.503304,1.289,-3.435973,55.378051
3050,1,Cabbages,India,11,2017,6.982156711,6.982156711,6982.156711,6982.156711,0,2,9,9000,IND,IN,20.593684,78.96288,1.289,-3.435973,55.378051
3062,1,Cabbages,Ireland,3644,2017,1218.774244,1218.774244,1218774.244,1218774.244,0,2073,1571,1571000,IRL,IE,53.41291,-8.24389,1.289,-3.435973,55.378051
3073,1,Cabbages,Israel,211,2017,141.9705198,141.9705198,141970.5198,141970.5198,0,28,183,183000,ISR,IL,31.046051,34.851612,1.289,-3.435973,55.378051
3084,1,Cabbages,Italy,1530,2017,646.2373933,646.2373933,646237.3933,646237.3933,0,697,833,833000,ITA,IT,41.87194,12.56738,1.289,-3.435973,55.378051
3104,1,Cabbages,Kenya,28,2017,18.61908456,18.61908456,18619.08456,18619.08456,0,4,24,24000,KEN,KE,-0.023559,37.906193,1.289,-3.435973,55.378051
3127,1,Cabbages,Morocco,1175,2017,482.5446082,482.5446082,482544.6082,482544.6082,0,553,622,622000,MAR,MA,31.791702,-7.09262,1.289,-3.435973,55.378051
3139,1,Cabbages,Netherlands,38356,2017,15214.11947,15214.11947,15214119.47,15214119.47,0,18745,19611,19611000,NLD,NL,52.132633,5.291266,1.289,-3.435973,55.378051
3157,1,Cabbages,Poland,604,2017,145.8494957,145.8494957,145849.4957,145849.4957,0,416,188,188000,POL,PL,51.919438,19.145136,1.289,-3.435973,55.378051
3168,1,Cabbages,Portugal,4684,2017,1771.140419,1771.140419,1771140.419,1771140.419,0,2401,2283,2283000,PRT,PT,39.399872,-8.224454,1.289,-3.435973,55.378051
3173,1,Cabbages,Romania,278,2017,98.52598914,98.52598914,98525.98914,98525.98914,0,151,127,127000,ROU,RO,45.943161,24.96676,1.289,-3.435973,55.378051
3175,1,Cabbages,Serbia,58,2017,17.84328937,17.84328937,17843.28937,17843.28937,0,35,23,23000,SRB,RS,44.016521,21.005859,1.289,-3.435973,55.378051
3186,1,Cabbages,South Africa,1024,2017,636.927851,636.927851,636927.851,636927.851,0,203,821,821000,ZAF,ZA,-30.559482,22.937506,1.289,-3.435973,55.378051
3191,1,Cabbages,South Korea,16,2017,11.63692785,11.63692785,11636.92785,11636.92785,0,1,15,15000,KOR,KR,35.907757,127.766922,1.289,-3.435973,55.378051
3202,1,Cabbages,Spain,31109,2017,13811.48177,13811.48177,13811481.77,13811481.77,0,13306,17803,17803000,ESP,ES,40.463667,-3.74922,1.289,-3.435973,55.378051
3223,1,Cabbages,Turkey,783,2017,255.2366175,255.2366175,255236.6175,255236.6175,0,454,329,329000,TUR,TR,38.963745,35.243322,1.289,-3.435973,55.378051
3224,1,Cabbages,Uganda,13,2017,7.757951901,7.757951901,7757.951901,7757.951901,0,3,10,10000,UGA,UG,1.373333,32.290275,1.289,-3.435973,55.378051
3225,1,Cabbages,Ukraine,11,2017,2.32738557,2.32738557,2327.38557,2327.38557,0,8,3,3000,UKR,UA,48.379433,31.16558,1.289,-3.435973,55.378051
3236,1,Cabbages,United States,19,2017,13.18851823,13.18851823,13188.51823,13188.51823,0,2,17,17000,USA,US,37.09024,-95.712891,1.289,-3.435973,55.378051
3237,0,Condiments,Antigua and Barbuda,22,2017,15.5159038,15.5159038,15515.9038,15515.9038,0,2,20,20000,ATG,AG,17.060816,-61.796428,1.289,-3.435973,55.378051
3238,0,"Meat, cattle and Meat, sheep, Condiments",Argentina,5926,2017,4131.109387,4131.109387,4131109.387,4131109.387,0,601,5325,5325000,ARG,AR,-38.416097,-63.616672,1.289,-3.435973,55.378051
3239,0,"Meat, cattle and Meat, sheep, Condiments",Australia,117734,2017,79865.01164,79865.01164,79865011.64,79865011.64,22,14766,102946,102946000,AUS,AU,-25.274398,133.775136,1.289,-3.435973,55.378051
3240,0,"Meat, cattle and Meat, sheep, Carrots, Condiments, Potatoes, Other vegetables",Austria,32030,2017,19509.69744,19509.69744,19509697.44,19509697.44,1,6881,25148,25148000,AUT,AT,47.516231,14.550072,1.289,-3.435973,55.378051
3241,0,Condiments,Azerbaijan,2,2017,1.55159038,1.55159038,1551.59038,1551.59038,0,0,2,2000,AZE,AZ,40.143105,47.576927,1.289,-3.435973,55.378051
3242,0,Condiments,Bahamas,2,2017,1.55159038,1.55159038,1551.59038,1551.59038,0,0,2,2000,BHS,BS,25.03428,-77.39628,1.289,-3.435973,55.378051
3243,0,Condiments,Bangladesh,607,2017,290.1474011,290.1474011,290147.4011,290147.4011,0,233,374,374000,BGD,BD,23.684994,90.356331,1.289,-3.435973,55.378051
3244,0,Condiments,Barbados,326,2017,168.3475562,168.3475562,168347.5562,168347.5562,0,109,217,217000,BRB,BB,13.193887,-59.543198,1.289,-3.435973,55.378051
3245,0,"Meat, cattle and Meat, sheep, Cabbages, Carrots, Condiments, Leeks, Potatoes, Other vegetables",Belgium,837760,2017,332166.796,332166.796,332166796,332166796,625,408972,428163,428163000,BEL,BE,50.503887,4.469936,1.289,-3.435973,55.378051
3246,0,Condiments,Belize,17,2017,10.08533747,10.08533747,10085.33747,10085.33747,0,4,13,13000,BLZ,BZ,17.189877,-88.49765,1.289,-3.435973,55.378051
3247,0,Condiments,Bolivia,100,2017,65.16679597,65.16679597,65166.79597,65166.79597,0,16,84,84000,BOL,BO,-16.290154,-63.588653,1.289,-3.435973,55.378051
3248,0,Condiments,Bosnia and Herzegovina,23,2017,13.96431342,13.96431342,13964.31342,13964.31342,0,5,18,18000,BIH,BA,43.915886,17.679076,1.289,-3.435973,55.378051
3249,0,"Meat, cattle and Meat, sheep",Botswana,28383,2017,19017.06749,19017.06749,19017067.49,19017067.49,0,3870,24513,24513000,BWA,BW,-22.328474,24.684866,1.289,-3.435973,55.378051
3250,0,"Meat, cattle and Meat, sheep, Condiments",Brazil,130313,2017,82371.6059,82371.6059,82371605.9,82371605.9,0,24136,106177,106177000,BGR,BG,-14.235004,-51.92528,1.289,-3.435973,55.378051
3251,0,"Meat, cattle and Meat, sheep, Cabbages, Carrots, Condiments, Leeks, Other vegetables",Bulgaria,894,2017,449.9612102,449.9612102,449961.2102,449961.2102,0,314,580,580000,BGR,BG,42.733883,25.48583,1.289,-3.435973,55.378051
3252,0,Condiments,Cambodia,1036,2017,477.1140419,477.1140419,477114.0419,477114.0419,0,421,615,615000,KHM,KH,12.565679,104.990963,1.289,-3.435973,55.378051
